"Name","URI","Region GSS code","Period","Sales volume","Reporting period","Percentage change (yearly) All property types","Percentage change (yearly) Detached houses","Percentage change (yearly) Semi-detached houses","Percentage change (yearly) Terraced houses","Percentage change (yearly) Flats and maisonettes","Pivotable date"
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2020-04,28356,monthly,0.69,1.77,0.98,0.99,-1.61,2020-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2020-05,36380,monthly,1.07,1.49,1.49,0.74,0.37,2020-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2020-06,53436,monthly,2.02,2.09,2.53,2.93,-0.09,2020-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2020-07,63981,monthly,1.75,2.13,2.49,2.07,-0.26,2020-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2020-08,67744,monthly,2.41,2.73,3.38,2.41,0.56,2020-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2020-09,78108,monthly,3.43,4.28,4.3,3.66,0.73,2020-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2020-10,97907,monthly,4.58,5.63,4.48,5.53,1.91,2020-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2020-11,96254,monthly,6.02,6.45,5.8,6.97,4.34,2020-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2020-12,104608,monthly,6.99,8.06,7.23,7.92,3.84,2020-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2021-01,78289,monthly,7.65,8.75,7.94,8.33,4.77,2021-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2021-02,96081,monthly,8.23,9.17,8.65,9.03,5.13,2021-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2021-03,135666,monthly,8.95,9.86,9.36,10.2,5.26,2021-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2021-04,87611,monthly,8.64,9.42,9.02,9.33,5.92,2021-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2021-05,78518,monthly,8.54,9.97,8.95,9.79,4.14,2021-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2021-06,165290,monthly,13.2,14.9,13.27,14.87,8.3,2021-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2021-07,63333,monthly,7.15,8.92,7.5,7.06,4.33,2021-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2021-08,79098,monthly,9.11,11.25,9.45,9.36,5.23,2021-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2021-09,125315,monthly,11.74,13.43,12.58,12.69,6.7,2021-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2021-10,61283,monthly,8.95,13.26,9.4,7.31,4.77,2021-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2021-11,71846,monthly,9.71,13.5,10.62,8.15,5.41,2021-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2021-12,74078,monthly,8.99,11.87,9.83,8.42,4.53,2021-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2022-01,56561,monthly,9.54,12.2,10.59,9.22,4.66,2022-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2022-02,59201,monthly,10.27,12.91,10.94,9.31,7.01,2022-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2022-03,62246,monthly,9.37,12.91,10.66,8.29,4.0,2022-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2022-04,52081,monthly,12.0,14.42,12.94,12.14,6.84,2022-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2022-05,,monthly,12.81,15.11,13.76,12.61,8.35,2022-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2022-06,,monthly,7.8,9.51,9.05,6.83,4.9,2022-06-01
